date,location_key,location_id,location_name,latitude,longitude,elevation_m,tavg,tmin,tmax,prcp,snow,wspd,wpgt,pres,tsun,humidity,solar_radiation,flood_event,flood_severity,damages_inr_crore,warnings,source_url,notes
2018-01-01,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.09,-2.12,10.68,0.0,,4.752000000000001,9.792000000000002,789.8000000000001,,31.84,12.95,0,,,,,
2018-01-01,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.6,-10.84,3.69,0.0,,3.672,9.576,713.9,,35.0,11.97,0,,,,,
2018-01-02,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.61,-1.57,10.05,0.0,,4.788,10.908,789.5999999999999,,29.43,12.19,0,,,,,
2018-01-02,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.18,-11.31,4.54,0.0,,4.6080000000000005,9.648000000000001,713.4000000000001,,37.52,11.49,0,,,,,
2018-01-03,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.76,-0.31,8.6,0.0,,4.068,9.0,789.5,,29.78,12.67,0,,,,,
2018-01-03,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.9,-7.17,2.91,0.0,,3.744,8.424,713.1999999999999,,36.68,10.22,0,,,,,
2018-01-04,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.51,-2.75,4.22,1.47,,3.06,6.336,788.8,,49.42,5.76,0,,,,,
2018-01-04,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.83,-7.63,-2.32,1.52,,3.204,8.172,711.7,,57.32,6.05,0,,,,,
2018-01-05,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-1.57,-4.16,1.68,1.09,,3.096,6.156,788.7,,70.63,7.67,0,,,,,
2018-01-05,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,4.5,-10.12,9.8,4.1,,3.9960000000000004,9.360000000000001,711.4,,81.11,6.24,0,,,,,
2018-01-06,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-0.64,-4.57,5.6,0.0,,4.5,7.632000000000001,788.9,,48.39,12.81,0,,,,,
2018-01-06,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.84,-12.78,0.39,0.0,,4.14,7.452,712.0,,62.74,10.52,0,,,,,
2018-01-07,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.46,-3.41,8.19,0.0,,4.680000000000001,7.956,789.7,,36.83,13.26,0,,,,,
2018-01-07,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.31,-11.32,2.06,0.0,,3.456,7.884,713.6,,42.86,12.07,0,,,,,
2018-01-08,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.98,-2.67,8.89,0.0,,5.04,9.036,790.8,,35.3,13.13,0,,,,,
2018-01-08,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.16,-9.04,2.07,0.0,,3.8520000000000003,7.992000000000001,714.7,,44.16,11.33,0,,,,,
2018-01-09,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.11,-2.68,8.95,0.0,,5.04,8.316,793.8,,39.3,12.99,0,,,,,
2018-01-09,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.08,-5.46,0.35,0.0,,3.564,8.496,717.4,,56.07,8.24,0,,,,,
2018-01-10,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.47,-2.91,9.93,0.0,,5.4,7.956,794.2,,40.34,12.96,0,,,,,
2018-01-10,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.39,-5.34,2.42,0.0,,4.212,9.144,718.0,,50.76,9.11,0,,,,,
2018-01-11,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.76,-0.81,9.95,0.0,,4.752000000000001,8.28,792.5,,33.74,10.51,0,,,,,
2018-01-11,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.73,-6.9,3.66,0.0,,4.5,9.360000000000001,716.7,,45.15,9.77,0,,,,,
2018-01-12,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.02,-1.03,12.15,0.0,,4.644,8.1,791.9,,28.54,14.05,0,,,,,
2018-01-12,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.84,-10.29,4.73,0.0,,3.9240000000000004,9.288,716.3,,38.75,12.55,0,,,,,
2018-01-13,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.47,0.63,10.86,0.0,,4.248,9.107999999999999,791.5,,26.68,13.44,0,,,,,
2018-01-13,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.2,-7.2,4.66,0.0,,4.680000000000001,10.152,715.9000000000001,,38.82,11.16,0,,,,,
2018-01-14,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.92,-1.02,9.39,0.0,,4.644,10.152,791.7,,30.13,13.6,0,,,,,
2018-01-14,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.72,-7.07,1.34,0.0,,3.2760000000000002,5.796,716.1,,37.18,9.87,0,,,,,
2018-01-15,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.98,-3.86,11.27,0.0,,4.788,8.172,792.6,,23.54,13.83,0,,,,,
2018-01-15,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.15,-11.37,4.51,0.0,,5.076,9.828,716.8000000000001,,32.45,12.31,0,,,,,
2018-01-16,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.74,0.13,9.11,0.0,,3.9600000000000004,7.092,788.9,,24.08,12.47,0,,,,,
2018-01-16,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.08,-6.55,2.21,0.0,,4.932,11.952,713.0,,33.34,8.82,0,,,,,
2018-01-17,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.96,-3.43,4.15,0.37,,4.284,9.107999999999999,789.0999999999999,,53.69,5.19,0,,,,,
2018-01-17,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.04,-8.78,-4.17,0.85,,4.464,10.944,712.3000000000001,,79.01,3.87,0,,,,,
2018-01-18,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.72,-3.82,9.09,0.0,,4.572,8.064000000000002,793.1,,49.51,12.47,0,,,,,
2018-01-18,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.96,-10.57,1.42,0.0,,4.32,8.748000000000001,716.7,,61.29,7.75,0,,,,,
2018-01-19,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.37,-1.81,10.75,0.0,,5.256,8.28,792.6999999999999,,33.98,13.46,0,,,,,
2018-01-19,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.49,-6.59,3.79,0.0,,4.32,8.496,716.8000000000001,,40.9,12.53,0,,,,,
2018-01-20,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.64,-3.32,15.29,0.0,,5.867999999999999,10.908,793.0,,27.0,14.49,0,,,,,
2018-01-20,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-1.77,-10.48,8.02,0.0,,5.256,12.132000000000001,718.1999999999999,,32.9,12.87,0,,,,,
2018-01-21,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,5.26,-1.63,14.62,0.0,,5.760000000000001,10.08,790.4000000000001,,25.45,14.55,0,,,,,
2018-01-21,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-0.85,-7.65,7.81,0.0,,5.688000000000001,11.916,715.6,,29.97,12.89,0,,,,,
2018-01-22,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.53,0.14,11.13,0.0,,4.824000000000001,9.864,788.1999999999999,,26.88,14.34,0,,,,,
2018-01-22,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-1.79,-7.2,4.66,0.0,,4.896000000000001,10.008,712.5,,33.56,13.13,0,,,,,
2018-01-23,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.26,-0.58,9.74,0.0,,4.14,11.556000000000001,786.3,,31.89,12.33,0,,,,,
2018-01-23,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.73,-7.45,3.49,0.0,,3.024,5.076,710.3,,35.87,12.43,0,,,,,
2018-01-24,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.41,-1.46,9.11,0.0,,4.644,11.556000000000001,787.5,,34.27,13.46,0,,,,,
2018-01-24,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.4,-10.05,4.69,0.0,,4.644,11.052,711.5,,42.6,12.23,0,,,,,
2018-01-25,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.83,-0.93,8.74,0.0,,4.14,10.548,786.7,,35.28,14.61,0,,,,,
2018-01-25,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.78,-6.97,2.58,0.0,,4.176,6.264,711.0,,38.43,12.25,0,,,,,
2018-01-26,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.49,-2.14,7.48,0.0,,4.788,12.168,788.0,,40.6,14.27,0,,,,,
2018-01-26,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.1,-7.9,1.28,0.0,,4.6080000000000005,11.088000000000001,711.8000000000001,,45.95,13.38,0,,,,,
2018-01-27,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.99,-2.84,6.25,0.0,,4.104,9.360000000000001,788.1999999999999,,45.44,15.05,0,,,,,
2018-01-27,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.26,-8.52,-1.23,0.0,,4.824000000000001,10.620000000000001,711.4,,65.16,11.54,0,,,,,
2018-01-28,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.26,-0.4,6.95,0.0,,3.3120000000000003,9.828,789.0,,39.19,13.16,0,,,,,
2018-01-28,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.64,-7.3,-0.25,0.06,,5.652,14.112,712.2,,65.51,8.41,0,,,,,
2018-01-29,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.11,-2.41,3.45,1.52,,3.6,8.136,791.4,,74.8,5.53,0,,,,,
2018-01-29,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.76,-6.45,-2.27,4.24,,5.184,13.751999999999999,714.0,,84.83,3.5,0,,,,,
2018-01-30,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.27,-2.42,7.44,0.93,,3.9960000000000004,8.604000000000001,792.5,,70.91,11.52,0,,,,,
2018-01-30,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.29,-7.52,0.89,1.31,,4.6080000000000005,8.892000000000001,715.5,,76.09,7.57,0,,,,,
2018-01-31,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.18,-2.89,4.4,1.78,,3.8160000000000003,6.156,790.4000000000001,,75.35,5.54,0,,,,,
2018-01-31,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.14,-8.31,-1.84,1.24,,6.12,12.6,713.4000000000001,,80.55,2.68,0,,,,,
2018-02-01,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.16,-3.64,7.85,0.37,,4.5360000000000005,8.928,791.2,,62.96,15.19,0,,,,,
2018-02-01,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.0,-6.93,1.37,0.32,,4.356,8.604000000000001,714.3000000000001,,70.03,12.68,0,,,,,
2018-02-02,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.25,-3.25,8.8,0.0,,5.148,8.82,788.5,,48.75,15.22,0,,,,,
2018-02-02,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.5,-10.24,1.62,0.01,,4.824000000000001,8.568,712.5,,59.89,9.91,0,,,,,
2018-02-03,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.67,-3.44,6.48,0.0,,4.86,11.376000000000001,790.6,,48.33,14.99,0,,,,,
2018-02-03,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.22,-9.03,-1.87,0.0,,5.4,12.420000000000002,713.9,,63.53,9.38,0,,,,,
2018-02-04,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.86,-5.92,9.39,0.0,,5.184,8.676,791.3,,35.04,17.15,0,,,,,
2018-02-04,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,7.3,-1.0,14.3,0.0,,4.572,8.892000000000001,715.0,,39.64,15.38,0,,,,,
2018-02-05,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.91,-2.96,8.81,0.0,,5.472,10.512,792.0,,27.34,16.72,0,,,,,
2018-02-05,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,6.5,-11.39,12.8,0.0,,5.436,11.700000000000001,715.3,,35.62,14.13,0,,,,,
2018-02-06,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.77,-2.32,7.96,0.0,,4.572,7.668,792.6,,29.98,16.04,0,,,,,
2018-02-06,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,7.6,-8.37,15.1,0.0,,2.988,5.292,715.6,,38.27,14.15,0,,,,,
2018-02-07,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.62,-1.58,8.39,0.0,,5.004,10.188,789.5999999999999,,25.28,16.75,0,,,,,
2018-02-07,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.14,-8.91,1.74,0.0,,4.248,8.892000000000001,713.0,,38.12,14.7,0,,,,,
2018-02-08,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.69,-3.39,8.47,0.0,,5.508,10.548,788.8,,28.65,17.23,0,,,,,
2018-02-08,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.04,-12.32,1.38,0.0,,4.5,9.648000000000001,712.5,,37.54,16.11,0,,,,,
2018-02-09,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.19,-3.53,7.95,0.0,,4.6080000000000005,7.452,789.0999999999999,,29.1,13.83,0,,,,,
2018-02-09,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.26,-10.04,0.62,0.0,,4.464,9.864,712.8,,37.13,12.8,0,,,,,
2018-02-10,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.74,-2.41,5.28,1.0,,3.672,11.808,791.5999999999999,,58.64,8.29,0,,,,,
2018-02-10,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.97,-6.24,-2.58,2.76,,5.328,13.68,714.0,,76.01,5.72,0,,,,,
2018-02-11,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.9,-2.78,5.83,1.65,,4.212,7.848000000000001,791.8000000000001,,74.4,8.54,0,,,,,
2018-02-11,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.52,-6.57,-2.03,4.86,,4.86,12.96,714.3000000000001,,86.24,4.8,0,,,,,
2018-02-12,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-0.71,-2.37,2.83,31.83,,5.364,12.6,788.3,,94.99,2.11,0,,,,,
2018-02-12,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.69,-6.88,-1.97,29.45,,6.084,13.968,710.4000000000001,,92.76,4.11,0,,,,,
2018-02-13,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-1.51,-3.54,0.88,12.29,,2.052,3.9240000000000004,795.4000000000001,,91.34,8.18,0,,,,,
2018-02-13,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.52,-8.36,-3.95,7.36,,4.6080000000000005,8.64,717.0999999999999,,95.47,4.7,0,,,,,
2018-02-14,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-0.97,-7.3,4.29,0.1,,4.32,6.408,796.5,,71.23,11.42,0,,,,,
2018-02-14,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.31,-12.13,-2.02,1.44,,4.5360000000000005,8.136,718.7,,86.16,7.21,0,,,,,
2018-02-15,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.61,-1.4,8.01,0.01,,3.564,5.796,794.9,,71.28,12.31,0,,,,,
2018-02-15,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.34,-9.77,-0.72,0.14,,4.176,7.236,718.4000000000001,,92.88,8.22,0,,,,,
2018-02-16,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.67,-1.8,9.71,0.0,,4.248,5.976,794.3000000000001,,62.83,16.47,0,,,,,
2018-02-16,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-7.01,-13.81,-0.2,0.0,,4.176,8.028,718.6,,78.81,15.47,0,,,,,
2018-02-17,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.27,-5.18,11.07,0.0,,5.184,8.964,790.9000000000001,,35.0,19.36,0,,,,,
2018-02-17,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-9.39,-19.64,-0.41,0.0,,7.308,13.068,716.2,,50.44,18.36,0,,,,,
2018-02-18,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.3,-6.89,11.09,0.0,,5.184,9.036,789.8000000000001,,32.31,18.94,0,,,,,
2018-02-18,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-7.49,-17.25,1.89,0.0,,6.228,11.735999999999999,714.4,,49.43,16.01,0,,,,,
2018-02-19,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.94,-3.08,12.83,0.0,,4.896000000000001,6.444,792.0999999999999,,37.08,16.79,0,,,,,
2018-02-19,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.23,-13.7,4.31,0.0,,5.04,9.432,716.8000000000001,,55.69,13.77,0,,,,,
2018-02-20,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,6.05,0.12,13.73,4.06,,4.572,7.344,791.8000000000001,,56.04,12.7,0,,,,,
2018-02-20,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-1.46,-5.91,3.94,4.64,,4.104,6.444,716.8000000000001,,75.4,13.48,0,,,,,
2018-02-21,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,5.07,0.57,10.25,1.21,,3.9960000000000004,8.352,790.9000000000001,,70.0,13.38,0,,,,,
2018-02-21,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-1.85,-6.92,2.08,1.74,,4.032000000000001,8.208,715.5,,82.59,9.88,0,,,,,
2018-02-22,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.49,-1.96,11.02,0.0,,5.04,8.028,790.1999999999999,,55.23,14.92,0,,,,,
2018-02-22,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.93,-9.14,3.45,0.01,,4.752000000000001,8.604000000000001,715.0,,69.14,13.85,0,,,,,
2018-02-23,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,5.89,-1.76,13.53,0.27,,5.076,8.712,790.6999999999999,,57.05,12.75,0,,,,,
2018-02-23,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-1.02,-7.08,4.67,0.65,,4.788,8.46,715.4000000000001,,71.42,13.76,0,,,,,
2018-02-24,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.5,0.03,3.35,4.39,,5.184,6.984,791.1,,89.65,3.53,0,,,,,
2018-02-24,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-1.84,-3.32,0.5,4.15,,4.032000000000001,9.9,714.0999999999999,,89.3,6.35,0,,,,,
2018-02-25,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,5.59,0.9,11.53,1.41,,4.572,10.764000000000001,794.3000000000001,,68.87,17.85,0,,,,,
2018-02-25,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-0.17,-6.27,5.67,0.4,,3.636,7.38,718.0,,74.6,16.05,0,,,,,
2018-02-26,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,6.93,2.77,12.58,1.21,,4.248,7.74,793.3,,70.73,11.13,0,,,,,
2018-02-26,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,1.05,-2.88,6.19,3.54,,4.896000000000001,10.656,717.6,,83.42,8.07,0,,,,,
2018-02-27,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,7.52,1.53,13.64,0.45,,5.112,8.784,791.3,,67.4,17.96,0,,,,,
2018-02-27,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,1.64,-1.95,6.73,1.87,,4.212,8.208,715.8,,75.03,11.32,0,,,,,
2018-02-28,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,8.6,5.28,13.41,0.0,,5.076,11.016,792.2,,63.16,15.62,0,,,,,
2018-02-28,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,1.33,-1.39,5.71,0.14,,5.328,11.412,716.8000000000001,,82.32,10.87,0,,,,,
2018-03-01,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,6.11,1.62,10.01,10.37,,5.652,12.276000000000002,790.1999999999999,,81.55,11.99,0,,,,,
2018-03-01,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,0.5,-1.55,4.37,9.02,,5.724,14.976,714.0999999999999,,91.04,9.32,0,,,,,
2018-03-02,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.36,1.23,7.75,22.36,,7.164,16.812,787.8,,93.05,5.22,0,,,,,
2018-03-02,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-0.88,-2.31,0.95,19.73,,6.5520000000000005,14.4,711.5,,96.39,4.61,0,,,,,
2018-03-03,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.35,0.97,7.87,2.25,,4.428,10.512,788.0,,86.48,9.56,0,,,,,
2018-03-03,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.38,-8.02,0.7,1.78,,4.032000000000001,9.504000000000001,712.3000000000001,,91.15,11.33,0,,,,,
2018-03-04,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.21,-1.31,10.16,0.0,,4.968,9.072000000000001,788.3,,64.0,19.08,0,,,,,
2018-03-04,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.87,-12.24,3.39,0.0,,5.004,8.568,712.6999999999999,,70.07,15.65,0,,,,,
2018-03-05,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.51,-1.03,9.78,0.04,,4.284,6.6240000000000006,791.5999999999999,,59.05,19.5,0,,,,,
2018-03-05,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.05,-7.32,3.52,0.0,,3.672,6.192,715.9000000000001,,68.04,17.26,0,,,,,
2018-03-06,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,6.2,-2.54,14.36,0.0,,4.788,8.172,792.8,,43.04,20.79,0,,,,,
2018-03-06,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-0.98,-9.19,6.31,0.0,,5.328,11.304,717.9000000000001,,51.35,20.8,0,,,,,
2018-03-07,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,7.87,-0.68,16.0,0.0,,5.688000000000001,10.476,791.7,,37.45,21.65,0,,,,,
2018-03-07,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,1.16,-7.49,9.14,0.0,,4.824000000000001,11.196,716.8000000000001,,47.04,21.46,0,,,,,
2018-03-08,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,8.4,3.77,14.33,0.16,,5.112,12.636,792.9000000000001,,47.79,18.47,0,,,,,
2018-03-08,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,0.96,-1.66,5.53,0.23,,4.032000000000001,10.548,717.6,,64.77,14.87,0,,,,,
2018-03-09,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,5.67,0.93,11.42,0.91,,6.6240000000000006,10.404,793.5,,73.96,16.84,0,,,,,
2018-03-09,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,0.74,-2.24,5.57,0.5,,4.5360000000000005,10.728,717.6,,78.56,13.05,0,,,,,
2018-03-10,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,8.16,3.01,14.5,0.0,,4.932,9.864,793.1999999999999,,58.74,19.66,0,,,,,
2018-03-10,upper_dir,1,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.7,5.7,20.9,0.0,,3.9240000000000004,8.244,718.0,,69.99,17.08,0,,,,,
2018-03-11,swat,0,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,9.23,1.78,16.43,0.0,,5.472,10.188,791.8000000000001,,53.08,18.93,0,,,,,
