nasa_tavg,nasa_tmin,nasa_tmax,nasa_prcp,nasa_wspd,nasa_wpgt,humidity,nasa_pres,solar_radiation,date,location_key,location_name,latitude,longitude,elevation_m
16.26,4.46,26.75,0.0,1.7,2.83,11.8,79.05,26.42,2000-04-10,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
17.81,8.19,27.35,0.0,1.85,3.76,12.15,79.08,26.48,2000-04-11,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
18.44,9.88,27.52,0.07,1.91,3.88,14.69,79.1,26.43,2000-04-12,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
17.7,9.77,26.1,2.07,2.0,4.49,21.99,78.9,12.21,2000-04-13,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
14.98,8.83,21.11,4.04,1.55,2.65,41.86,78.76,24.67,2000-04-14,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
14.58,6.1,22.52,0.0,1.88,3.88,38.58,78.92,24.02,2000-04-15,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
15.82,7.11,24.12,0.0,1.81,3.94,31.37,79.1,26.24,2000-04-16,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
17.38,9.3,25.5,0.01,1.77,3.78,24.41,79.02,25.49,2000-04-17,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
18.14,10.4,26.38,0.01,1.85,4.32,28.17,79.06,26.67,2000-04-18,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
16.92,11.12,24.52,0.54,1.56,2.85,31.9,79.14,16.99,2000-04-19,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
18.59,10.24,26.93,0.01,1.9,3.89,29.06,79.03,26.56,2000-04-20,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
18.43,10.46,25.75,0.0,1.27,2.39,25.51,78.89,23.89,2000-04-21,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
16.54,13.23,22.19,0.01,1.26,2.93,37.66,79.03,20.77,2000-04-22,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
18.12,8.77,26.06,0.0,1.95,4.55,33.33,78.86,24.63,2000-04-23,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
18.38,11.45,25.08,0.8,1.75,4.14,25.84,78.81,24.22,2000-04-24,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
18.0,7.45,27.03,0.0,2.07,4.22,18.37,78.62,28.95,2000-04-25,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
17.3,8.06,25.5,0.0,2.24,5.06,15.66,78.63,25.88,2000-04-26,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
15.54,9.11,22.25,0.66,1.59,2.6,24.39,78.78,17.87,2000-04-27,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
14.75,8.53,22.31,0.56,1.65,3.08,31.6,78.65,25.44,2000-04-28,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
14.76,5.69,22.55,0.0,1.98,4.19,26.85,78.73,27.64,2000-04-29,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
16.38,6.76,25.11,0.0,1.88,3.57,17.67,79.06,29.49,2000-04-30,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
18.63,7.34,28.82,0.0,1.76,3.53,13.62,79.04,28.82,2000-05-01,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.89,8.56,31.66,0.0,2.0,4.43,13.79,79.01,28.35,2000-05-02,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
21.67,13.19,31.05,0.0,2.01,4.71,18.27,79.15,24.5,2000-05-03,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
19.8,13.11,27.08,0.0,2.01,3.72,29.96,79.2,20.29,2000-05-04,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.03,10.56,28.57,0.0,1.92,3.74,25.05,79.22,30.28,2000-05-05,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.52,10.9,29.12,0.0,1.97,4.0,17.5,79.19,30.47,2000-05-06,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.65,11.62,29.59,0.0,2.05,4.44,14.65,79.18,29.62,2000-05-07,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.9,12.63,29.33,0.0,1.95,4.19,14.35,79.16,28.18,2000-05-08,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
22.2,13.91,30.84,0.0,2.04,4.46,18.02,79.19,27.67,2000-05-09,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
23.9,13.58,33.43,0.0,2.02,4.74,16.49,79.08,29.01,2000-05-10,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
24.28,16.28,32.52,0.0,1.94,4.59,20.76,78.98,25.24,2000-05-11,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
22.96,15.8,30.59,2.13,2.56,4.44,33.15,78.96,24.94,2000-05-12,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
19.43,14.74,25.79,4.9,2.74,4.89,51.43,79.07,22.6,2000-05-13,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.38,12.33,28.65,0.01,2.13,4.22,42.88,78.93,29.67,2000-05-14,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
21.07,13.16,29.52,0.0,1.88,3.51,34.86,78.84,30.3,2000-05-15,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
21.22,12.58,29.32,0.0,1.89,3.82,30.17,78.82,29.85,2000-05-16,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
21.87,12.87,29.87,0.0,1.95,3.94,22.21,78.68,30.03,2000-05-17,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
22.77,13.33,31.72,0.18,2.05,4.78,18.96,78.58,27.24,2000-05-18,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
22.31,15.26,30.04,0.03,2.12,4.57,22.63,78.59,29.16,2000-05-19,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
22.45,12.11,31.26,0.0,2.07,4.27,19.22,78.72,30.54,2000-05-20,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
23.93,13.56,33.06,0.5,2.01,4.29,10.93,78.72,32.3,2000-05-21,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
23.02,14.05,30.6,6.24,2.18,4.72,23.3,78.63,27.84,2000-05-22,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.86,13.87,28.11,1.1,2.29,5.55,38.69,78.75,27.14,2000-05-23,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.0,11.44,27.67,0.0,2.11,4.64,32.15,78.68,23.29,2000-05-24,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.64,11.13,28.76,0.05,2.05,4.36,25.75,78.5,30.11,2000-05-25,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
21.31,11.58,29.73,0.05,2.07,4.33,19.34,78.41,31.74,2000-05-26,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
21.72,11.66,30.51,0.0,2.12,4.45,17.6,78.57,30.92,2000-05-27,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
22.3,12.8,31.02,0.0,2.02,4.32,17.89,78.75,30.47,2000-05-28,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
22.79,15.18,31.27,0.0,2.63,5.39,23.87,78.74,27.96,2000-05-29,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
19.61,13.86,27.61,0.28,2.32,4.77,40.2,78.74,20.4,2000-05-30,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
18.42,13.44,24.71,0.22,1.74,3.49,47.36,78.79,23.38,2000-05-31,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
21.0,11.97,28.94,0.16,2.09,4.87,31.2,78.63,27.74,2000-06-01,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
21.74,12.84,29.73,0.71,2.13,4.84,28.53,78.66,28.15,2000-06-02,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
19.16,13.39,25.99,2.32,2.97,6.51,43.87,78.59,22.39,2000-06-03,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
19.51,10.73,27.38,0.0,2.1,4.15,37.81,78.69,28.85,2000-06-04,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
19.97,11.87,27.25,0.12,1.98,4.18,34.31,78.75,27.51,2000-06-05,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.94,11.99,29.0,0.0,2.0,3.69,26.49,78.69,30.28,2000-06-06,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
21.88,14.89,29.45,0.01,1.76,3.55,25.64,78.56,29.48,2000-06-07,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
22.15,14.29,29.69,0.08,2.04,4.67,22.68,78.37,28.36,2000-06-08,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.44,14.6,27.27,0.79,2.01,4.89,29.68,78.67,29.32,2000-06-09,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
19.3,13.73,25.14,0.01,1.95,3.61,39.0,78.71,25.81,2000-06-10,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
20.62,12.49,28.82,0.0,2.1,4.36,31.65,78.66,30.03,2000-06-11,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
22.6,13.48,30.29,0.0,2.21,4.62,18.99,78.59,31.18,2000-06-12,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
23.42,14.6,31.06,0.0,2.13,4.43,14.53,78.53,31.23,2000-06-13,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
24.32,15.82,31.8,0.18,2.01,4.33,17.53,78.54,26.34,2000-06-14,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
24.36,17.32,31.92,0.38,1.92,4.28,29.37,78.55,28.29,2000-06-15,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
24.44,15.82,32.35,0.07,2.18,4.72,26.51,78.54,28.92,2000-06-16,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
24.18,16.35,31.32,0.0,2.1,4.31,25.38,78.61,27.44,2000-06-17,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
23.87,15.74,31.43,0.03,2.01,3.94,27.11,78.62,28.35,2000-06-18,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
23.54,16.32,31.06,0.27,2.01,4.56,25.27,78.68,27.13,2000-06-19,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
22.9,15.98,29.82,0.14,2.04,4.27,24.22,78.7,17.06,2000-06-20,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
23.46,15.52,31.22,0.04,2.38,5.2,22.67,78.61,30.33,2000-06-21,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980
