tavg,tmin,tmax,prcp,wspd,wpgt,pres,humidity,solar_radiation,month,day_of_year,quarter,temp_range,high_humidity,pressure_anomaly,prcp_7day_avg,tavg_7day_avg,wspd_7day_avg,location_encoded,flood_event
0.21387153596145023,0.2887648773290384,0.11376014190505285,-0.11622230039311848,0.01687435278150292,0.022992227659514444,-0.3362548464781742,0.3354303701286651,0.17611790123612298,0.7541266078330039,0.6996115057650923,0.47191186163644677,-0.9377126350081788,1.3800984447392575,-0.2607500895866773,-0.10367221112929287,0.4747105266830241,0.0032420016163846673,-0.9993481802675164,0
-0.7389148012531925,-0.8726367905582074,-0.6833988856786042,-0.11982411736416938,0.023108106398936176,0.013300119587130869,-0.6103638666315367,0.21475260220341513,-0.011733782311543893,1.0464380250730756,1.14940350787949,1.3732262972484397,0.9544458935636279,1.3800984447392575,-0.6881586178132225,1.7796591620164126,-0.9306840623278201,0.010196509952244828,1.000652244878566,0
0.21256634919814243,0.2393342225376039,0.1467963341138481,-0.11982411736416938,0.03701417216090262,0.055400214026547046,-0.34892375077097654,0.27026958831157544,0.22517322948928845,-0.1228076438872112,-0.2095425410618814,-0.42940257397554626,-0.48663343748165055,1.3800984447392575,-0.2734483094021366,0.22364412502010103,0.20948086921600745,0.026826855972779992,-0.9993481802675164,0
0.14469663750614048,0.0844806668193044,0.33771978259324925,-0.11532184615035575,-0.013175536451252193,0.04570810595416347,0.5229272082882498,-0.10218944055490913,0.03569411799009476,1.0464380250730756,1.0728431670940606,1.3732262972484397,1.4102732931693835,-0.724585991536952,0.44775486386061014,-0.179189093733186,0.35128265858626306,-0.08746897667744352,1.000652244878566,0
-0.027152952996043925,-0.020067355261694373,0.012077316535124541,-0.11982411736416938,0.028862340507336087,0.04419371406785352,-0.312452662655333,-0.4024503231680584,0.02267469437788025,1.0464380250730756,1.14940350787949,1.3732262972484397,0.17574075257046234,-0.724585991536952,-0.23689282811520768,-0.4867654544906807,-0.18647012128076032,0.05645910888209716,-0.9993481802675164,0
0.5057983086879456,0.49567372437637075,0.5093363654960817,-0.07930367643984666,-0.009179540542641144,0.00815118717367709,0.5052675235164644,-0.18585588440805229,0.211688826462352,0.7541266078330039,0.6326212075778417,0.47191186163644677,0.12825873177819636,-0.724585991536952,0.43005431502693925,-0.018514875427031723,0.9529935155579723,-0.10174755659406459,1.000652244878566,0
0.3970327450789682,0.36881629172578645,0.43639931776237795,-0.11982411736416938,0.07873236944680202,0.03662175463630386,0.514481272093048,-0.21947884782567054,0.19541454694708385,-0.7074304783673546,-0.716754798765351,-0.42940257397554626,0.4131508565317936,-0.724585991536952,0.5919546107484223,-0.4867654544906807,0.714553315825593,0.1754248770815214,-0.9993481802675164,0
-0.2755735002789485,-0.2400993849970182,-0.45858116207589356,0.8814810005879833,0.05044071841383576,0.07599594368036215,-0.6241844894964127,0.8481154014655267,-0.17122172156117202,-0.4151190611272829,-0.4296535208199908,-0.42940257397554626,-1.2344752649598425,1.3800984447392575,-0.7020112212482698,0.3551674494335665,-0.4170558203160723,0.04013113278920805,1.000652244878566,0
0.4013833676233273,0.4510549032371997,0.3561685652553037,-0.06129459158459211,0.04612504283253584,0.06145778157178679,-0.3481559383895944,0.35159024401930344,0.15031154371905486,0.46181519059293225,0.3550899722306602,0.47191186163644677,-0.4771370333231975,1.3800984447392575,-0.27267872032241164,-0.07130783287048274,0.8320903083995542,0.11390939513485503,-0.9993481802675164,0
0.29261780401434984,0.2769540129098461,0.38062392831895736,0.06476900240218969,0.0001444499107846496,0.03662175463630386,0.5206237711441039,0.3369942288922753,0.021744735548436294,-0.4151190611272829,-0.4009433930254548,-0.42940257397554626,0.603078939700858,1.3800984447392575,0.44544609662143564,0.018210660185803515,0.4761131160932144,-0.0874689766774435,1.000652244878566,0
